Player,Link,Tm,Money,Signed Using,Year
Jimmer Fredette,,NYK,59731,,2016
Jordan Hamilton,,NOP,59731,,2016
Jordan Hamilton,,NOP,59731,Minimum Salary,2016
Jared Cunningham,,MIL,57726,,2016
Orlando Johnson,,PHO,55722,,2016
Orlando Johnson,,NOP,55722,,2016
Elliot Williams,,MEM,55722,,2016
Jimmer Fredette,,NOP,54812,,2016
Cory Jefferson,,PHO,51449,,2016
Henry Sims,,BRK,50170,Minimum Salary,2016
E.J. Singler,,UTA,50000,,2016
Travis Trice,,NYK,50000,,2016
Bryce Dejean-Jones,,NOP,50000,,2016
Michael Frazier,,LAL,50000,,2016
Brandon Ashley,,DAL,50000,,2016
Jamil Wilson,,DAL,50000,,2016
Quincy Miller,,BRK,50000,,2016
James Ennis,,NOP,49709,,2016
Tim Frazier,,NOP,49709,,2016
Bryce Cotton,,MEM,49709,,2016
Nate Robinson,,NOP,44000,,2016
Marshall Henderson,,SAC,35000,,2016
Vince Hunter,,SAC,35000,,2016
Robert Upshaw,,LAL,35000,,2016
J.J. O'Brien,,UTA,30888,,2016
Alan Williams,,PHO,30888,,2016
Thanasis Antetokounmpo,,NYK,30888,,2016
Briante Weber,,MEM,30888,,2016
Alex Stepheson,,MEM,30888,,2016
Jordan McRae,,CLE,30888,,2016
Xavier Munford,,MEM,27812,Minimum Salary,2016
Shannon Scott,,TOR,25000,,2016
Axel Toupane,,TOR,25000,,2016
Michale Kyser,,TOR,25000,,2016
Malcolm Miller,,BOS,25000,,2016
Levi Randolph,,BOS,25000,,2016
Corey Walden,,BOS,25000,,2016
James Ennis,,NOP,24855,Minimum Salary,2016
Christian Wood,,PHI,21621,Minimum Salary,2016
Dorell Wright,,MIA,17637,Minimum Salary,2016
Bryce Cotton,,MEM,14913,,2016
Briante Weber,,MIA,12355,Minimum Salary,2016
Jarrid Famous,,DAL,10000,,2016
John Holland,,BOS,9266,Minimum Salary,2016
Dahntay Jones,,CLE,8819,Minimum Salary,2016
Lorenzo Brown,,DET,5572,Minimum Salary,2016
